,Unnamed: 0,match_id,PersonalIncome,HouseholdIncome,age,numkids,NumberInHousehold,DoInStage23-ContactlessDoor,DoInStage23-CurbsidePickup,DoInStage23-InStorePickup,DoInStage23-VisitRetail,DoInStage23-VisitRestaurant,PastYear-ECommerce-Frequency-PreparedFood,PastYear-ECommerce-Frequency-Groceries,PastYear-ECommerce-Frequency-OtherFood,PastYear-ECommerce-Frequency-PaperCleaning,PastYear-ECommerce-Frequency-Clothing,PastYear-ECommerce-Frequency-HomeOffice,PastYear-ECommerce-Frequency-Medication,PastYear-ECommerce-Frequency-ChildcareItems,May-InStore-Trips-PreparedFood,May-InStore-Trips-Groceries,May-InStore-Trips-OtherFood,May-InStore-Trips-PaperCleaning,May-InStore-Trips-Clothing,May-InStore-Trips-HomeOffice,May-InStore-Trips-Medication,May-InStore-Trips-ChildcareItems,May-InStore-Frequency-PreparedFood,May-InStore-Frequency-Groceries,May-InStore-Frequency-OtherFood,May-InStore-Frequency-PaperCleaning,May-InStore-Frequency-Clothing,May-InStore-Frequency-HomeOffice,May-InStore-Frequency-Medication,May-InStore-Frequency-ChildcareItems,May-ECommerce-Orders-PreparedFood,May-ECommerce-Orders-Groceries,May-ECommerce-Orders-OtherFood,May-ECommerce-Orders-PaperCleaning,May-ECommerce-Orders-Clothing,May-ECommerce-Orders-HomeOffice,May-ECommerce-Orders-Medication,May-ECommerce-Orders-ChildcareItems,May-ECommerce-Frequency-PreparedFood,May-ECommerce-Frequency-Groceries,May-ECommerce-Frequency-OtherFood,May-ECommerce-Frequency-PaperCleaning,May-ECommerce-Frequency-Clothing,May-ECommerce-Frequency-HomeOffice,May-ECommerce-Frequency-Medication,May-ECommerce-Frequency-ChildcareItems,PastYear-Orders-PreparedFood,May-Trips-PreparedFood,May-Orders-PreparedFood,May-Total-PreparedFood,May-Portion-EPreparedFood,PastYear-Orders-Groceries,May-Trips-Groceries,May-Orders-Groceries,May-Total-Groceries,May-Portion-EGroceries,PastYear-Orders-OtherFood,May-Trips-OtherFood,May-Orders-OtherFood,May-Total-OtherFood,May-Portion-EOtherFood,PastYear-Orders-PaperCleaning,May-Trips-PaperCleaning,May-Orders-PaperCleaning,May-Total-PaperCleaning,May-Portion-EPaperCleaning,PastYear-Orders-Clothing,May-Trips-Clothing,May-Orders-Clothing,May-Total-Clothing,May-Portion-EClothing,PastYear-Orders-HomeOffice,May-Trips-HomeOffice,May-Orders-HomeOffice,May-Total-HomeOffice,May-Portion-EHomeOffice,PastYear-Orders-Medication,May-Trips-Medication,May-Orders-Medication,May-Total-Medication,May-Portion-EMedication,PastYear-Orders-ChildcareItems,May-Trips-ChildcareItems,May-Orders-ChildcareItems,May-Total-ChildcareItems,May-Portion-EChildcareItems,incomelevel,ageLevel,label,past_label
240,3078,250,"$50,000 - $74,999","$50,000 - $74,999",25 - 34,3,4.0,2,3,4,4,3,Almost never,Almost never,Almost never,About 1 time per week,2 - 3 times per week,Almost never,Almost never,Almost never,0,2,0,0,0,0,0,0,2 - 3 times per week,No Response,About 1 time per week,About 1 time per week,No Response,About 1 time per week,Almost never,Never,0,0,0,0,3,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0.0,2.5,0.0,2.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.5,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Medium income,Gen Y & Z,ENonFood,ENonFood
241,3079,251,Prefer not to answer,Prefer not to answer,35 - 44,0,2.0,-9998,-9998,-9998,-9998,-9998,Less than 1 time per month,Almost never,Almost never,Almost never,Less than 1 time per month,Almost never,Almost never,Never,0,2,0,0,0,2,0,0,About 1 time per week,No Response,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,No Response,Almost never,Never,1,0,0,0,0,2,0,0,No Response,Almost never,Almost never,Almost never,Less than 1 time per month,No Response,Almost never,Never,0.25,1.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.25,0.5,0.5,0.0,1.0,2.0,3.0,0.6666666666666666,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Unknown,Gen Y & Z,ENonFood & EPrepFood,ECommerce Independent
242,3080,252,"$50,000 - $74,999","$75,000 - $99,999",45 - 54,0,3.0,5,5,5,3,5,About 1 time per week,Less than 1 time per week,Less than 1 time per month,Almost never,Less than 1 time per month,Almost never,Never,Never,4,4,0,2,0,2,0,0,No Response,No Response,Less than 1 time per week,No Response,Less than 1 time per week,No Response,Less than 1 time per week,Almost never,2,0,0,0,0,0,0,0,No Response,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,Never,1.0,2.0,2.0,4.0,0.5,0.5,2.0,0.5,2.5,0.2,0.25,0.5,0.5,1.0,0.5,0.0,1.0,0.25,1.25,0.2,0.25,0.5,0.25,0.75,0.3333333333333333,0.0,1.0,0.25,1.25,0.2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,Medium income,Gen X,ENonFood & EPrepFood,ENonFood & EPrepFood
243,3081,253,"$100,000 - $149,999","$200,000 or more",35 - 44,2,4.0,4,3,2,2,1,Never,Never,Never,Never,Almost never,Less than 1 time per month,Never,Less than 1 time per month,1,2,0,0,0,0,0,0,No Response,No Response,Almost never,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Less than 1 time per month,0,0,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0,High income,Gen Y & Z,ECommerce Independent,ECommerce Independent
244,3082,254,"$15,000 - $24,999","$25,000 - $49,999",25 - 34,0,2.0,5,5,5,5,5,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,2,2,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,0,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Low income,Gen Y & Z,ENonFood,ECommerce Independent
245,3083,256,"$25,000 - $49,999","$100,000 - $149,999",60 - 64,0,5.0,5,5,5,3,3,About 1 time per week,Less than 1 time per month,Less than 1 time per month,Never,Less than 1 time per week,Never,Never,Never,4,6,0,4,0,0,2,0,No Response,No Response,Almost never,No Response,About 1 time per week,Less than 1 time per month,No Response,Never,3,0,0,0,2,0,0,0,No Response,Less than 1 time per month,Almost never,2 - 3 times per week,No Response,Less than 1 time per month,Less than 1 time per month,Never,1.0,2.0,3.0,5.0,0.6,0.25,3.0,0.25,3.25,0.07692307692307693,0.25,0.0,0.0,0.0,,0.0,2.0,2.5,4.5,0.5555555555555556,0.5,1.0,2.0,3.0,0.6666666666666666,0.0,0.25,0.25,0.5,0.5,0.0,1.0,0.25,1.25,0.2,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older,ENonFood & EPrepFood,ENonFood & EPrepFood
246,3084,257,Prefer not to answer,Prefer not to answer,45 - 54,0,2.0,2,3,4,2,2,Never,Never,Never,Never,Never,Never,Never,Never,2,4,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,0,0,0,0,0,1,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,Unknown,Gen X,ENonFood,ECommerce Independent
247,3085,258,Prefer not to answer,"$150,000 - $199,999",35 - 44,1,5.0,4,4,4,2,2,2 - 3 times per week,Never,Never,Less than 1 time per month,Less than 1 time per week,Never,Almost never,Less than 1 time per week,2,4,0,0,0,0,0,0,No Response,No Response,Almost never,Less than 1 time per month,No Response,Almost never,Almost never,Less than 1 time per week,0,0,0,0,2,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,2.5,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.25,0.25,0.0,0.25,0.0,0.5,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.5,0.5,0.0,0.5,0.0,High income,Gen Y & Z,ENonFood,ENonFood & EPrepFood
248,3086,259,"Under $10,000","$100,000 - $149,999",35 - 44,2,3.0,3,1,1,2,3,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,0,0,0,0,0,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,0,1,0,0,0,1,0,0,Almost never,No Response,Almost never,Less than 1 time per month,Less than 1 time per month,No Response,Never,Less than 1 time per month,0.25,0.0,0.0,0.0,,0.25,0.0,1.0,1.0,1.0,0.25,0.0,0.0,0.0,,0.25,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.25,0.0,1.0,1.0,1.0,0.25,0.0,0.0,0.0,,0.25,0.0,0.25,0.25,1.0,High income,Gen Y & Z,ECommerce Dependent,ECommerce Independent
249,3087,260,"$75,000 - $99,999","$75,000 - $99,999",65 - 74,0,2.0,4,4,3,5,5,Never,Never,Never,Never,Never,About 1 time per week,Less than 1 time per month,Never,0,4,0,0,0,0,0,0,Almost never,No Response,Almost never,Less than 1 time per month,Almost never,Almost never,Almost never,Almost never,0,0,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.25,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Medium income,Baby Boomer and Older,ECommerce Independent,ECommerce Independent
250,3088,261,"$50,000 - $74,999","$50,000 - $74,999",25 - 34,0,1.0,4,1,4,2,2,Less than 1 time per month,Almost never,Never,Never,Less than 1 time per month,Never,Never,Never,2,3,0,2,0,0,0,2,No Response,No Response,Never,No Response,Less than 1 time per month,Never,Almost never,No Response,0,0,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0.25,1.0,0.0,1.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,Medium income,Gen Y & Z,ECommerce Independent,ECommerce Independent
251,3089,262,"$25,000 - $49,999","$75,000 - $99,999",35 - 44,3,5.0,5,3,5,5,5,About 1 time per week,About 1 time per week,Never,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Never,6,2,0,0,0,0,0,0,No Response,No Response,Almost never,About 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Almost never,1,0,0,0,0,1,0,0,No Response,About 1 time per week,Almost never,Almost never,Almost never,No Response,Less than 1 time per week,Almost never,1.0,3.0,1.0,4.0,0.25,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,,0.5,1.0,0.0,1.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.25,1.0,1.25,0.8,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,,Medium income,Gen Y & Z,Partially ECommerce,Partially ECommerce
252,3090,263,"$50,000 - $74,999","$50,000 - $74,999",60 - 64,1,2.0,1,1,1,3,3,Never,Never,Never,Never,Never,Never,Never,Never,3,6,3,3,3,2,0,0,No Response,No Response,No Response,No Response,No Response,No Response,Less than 1 time per month,Never,0,0,0,0,0,2,0,0,No Response,No Response,No Response,No Response,No Response,No Response,Never,Never,0.0,1.5,0.0,1.5,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.0,2.0,3.0,0.6666666666666666,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,Medium income,Baby Boomer and Older,ECommerce Independent,ECommerce Independent
253,3091,264,"$25,000 - $49,999","$50,000 - $74,999",35 - 44,2,4.0,1,1,1,5,5,Never,Never,Never,Almost never,Less than 1 time per month,Almost never,Less than 1 time per month,Almost never,5,3,0,0,0,0,0,0,No Response,No Response,Almost never,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,About 1 time per week,0,0,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0.0,2.5,0.0,2.5,0.0,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,0.25,0.25,0.0,0.25,0.0,0.0,1.0,0.0,1.0,0.0,Medium income,Gen Y & Z,ECommerce Independent,ECommerce Independent
254,3092,266,"$100,000 - $149,999","$100,000 - $149,999",60 - 64,0,2.0,1,1,1,1,2,Never,Never,Never,Never,Never,Never,Never,Never,0,2,0,0,0,0,0,0,Almost never,No Response,Almost never,Less than 1 time per month,Almost never,Almost never,Less than 1 time per week,Almost never,0,0,0,0,0,0,0,0,Almost never,Never,Almost never,Less than 1 time per month,About 1 time per week,Almost never,Almost never,Almost never,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.25,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older,ENonFood & EPrepFood,ECommerce Independent
255,3093,267,"$100,000 - $149,999","$100,000 - $149,999",65 - 74,0,1.0,4,4,5,4,2,3 - 5 times per week,Almost never,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,1,1,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,1,2,1,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,4.0,0.5,1.0,1.5,0.6666666666666666,0.0,0.5,2.0,2.5,0.8,0.5,0.0,1.0,1.0,1.0,0.25,0.0,0.0,0.0,,0.25,0.0,0.0,0.0,,0.25,0.0,0.0,0.0,,0.25,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older,ECommerce Dependent,ENonFood & EPrepFood
256,3094,268,"$50,000 - $74,999","$50,000 - $74,999",35 - 44,0,1.0,1,1,1,2,2,Never,Never,Never,Never,Less than 1 time per month,Less than 1 time per month,Never,Less than 1 time per month,0,2,0,0,0,0,0,0,Less than 1 time per week,No Response,Less than 1 time per month,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,0,0,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.5,0.0,0.5,0.0,0.25,0.5,0.0,0.5,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,,Medium income,Gen Y & Z,ECommerce Independent,ECommerce Independent
257,3095,269,"$100,000 - $149,999","$100,000 - $149,999",55 - 59,0,5.0,1,2,5,5,5,Never,Never,Never,Never,Never,Never,Never,Never,0,6,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,0,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older,ECommerce Independent,ECommerce Independent
258,3096,270,"$25,000 - $49,999",Don't know,25 - 34,0,3.0,5,4,5,1,1,Less than 1 time per month,Never,Never,Never,Never,Less than 1 time per month,Never,Never,2,2,0,2,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,2,1,0,0,0,0,3,0,No Response,No Response,Never,No Response,Almost never,Less than 1 time per month,No Response,Never,0.25,1.0,2.0,3.0,0.6666666666666666,0.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.25,0.0,0.25,0.25,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,,Unknown,Gen Y & Z,Partially ECommerce,ECommerce Independent
259,3097,271,"$50,000 - $74,999","$50,000 - $74,999",65 - 74,0,1.0,1,1,4,3,2,About 1 time per week,About 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,Never,0,4,0,0,2,0,0,0,Almost never,No Response,About 1 time per week,Less than 1 time per month,No Response,Almost never,Less than 1 time per month,Never,0,0,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,1.0,0.0,0.0,0.0,,1.0,2.0,0.0,2.0,0.0,0.5,1.0,0.0,1.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,1.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,Medium income,Baby Boomer and Older,ECommerce Independent,Partially ECommerce
260,3098,272,"$25,000 - $49,999","$75,000 - $99,999",25 - 34,0,2.0,5,4,4,4,4,Less than 1 time per month,Almost never,Almost never,Almost never,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,0,2,2,0,0,0,0,0,Less than 1 time per week,No Response,No Response,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,0,0,0,0,0,0,0,0,Less than 1 time per week,Less than 1 time per week,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,0.25,0.5,0.5,1.0,0.5,0.0,1.0,0.5,1.5,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.25,0.75,0.3333333333333333,0.5,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,,Medium income,Gen Y & Z,Partially ECommerce,ENonFood
261,3099,273,"$50,000 - $74,999","$100,000 - $149,999",35 - 44,1,3.0,1,4,1,2,2,Never,Never,Never,Never,Never,Never,Never,Never,2,2,0,2,0,0,2,1,No Response,No Response,Never,No Response,Less than 1 time per month,Less than 1 time per month,No Response,No Response,0,0,0,0,0,0,0,0,Never,Almost never,Never,Almost never,Less than 1 time per month,Less than 1 time per month,Never,Almost never,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,High income,Gen Y & Z,ECommerce Independent,ECommerce Independent
262,3100,274,"$150,000 - $199,999","$150,000 - $199,999",60 - 64,0,3.0,5,4,4,2,1,2 - 3 times per week,2 - 3 times per week,About 1 time per week,Less than 1 time per month,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,0,1,1,0,0,0,0,0,2 - 3 times per week,No Response,No Response,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,0,0,0,0,1,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,2.5,2.5,0.0,2.5,0.0,2.5,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.5,0.0,0.25,0.5,0.0,0.5,0.0,0.5,0.5,1.0,1.5,0.6666666666666666,0.25,0.25,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older,ECommerce Independent,ECommerce Dependent
263,3101,275,"$50,000 - $74,999","$50,000 - $74,999",35 - 44,2,4.0,1,1,1,5,5,Almost never,Almost never,Almost never,Almost never,Less than 1 time per month,Almost never,Almost never,Less than 1 time per month,0,4,0,0,2,0,0,0,Almost never,No Response,Almost never,Less than 1 time per month,No Response,Almost never,Almost never,Almost never,0,0,0,0,0,0,0,0,Almost never,No Response,Almost never,Almost never,No Response,Almost never,Almost never,Almost never,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,0.25,0.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.25,0.0,0.0,0.0,,Medium income,Gen Y & Z,ECommerce Independent,ECommerce Independent
264,3102,276,Prefer not to answer,Prefer not to answer,55 - 59,0,1.0,3,1,1,4,4,About 1 time per week,Almost never,Almost never,Almost never,Almost never,Almost never,Less than 1 time per month,Almost never,2,2,0,1,0,0,0,0,No Response,No Response,Almost never,No Response,Almost never,Almost never,Almost never,Almost never,1,1,0,0,0,0,0,0,No Response,No Response,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,1.0,1.0,1.0,2.0,0.5,0.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.25,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Unknown,Baby Boomer and Older,Partially ECommerce,ENonFood & EPrepFood
265,3103,277,"$15,000 - $24,999","$15,000 - $24,999",45 - 54,0,1.0,4,2,2,5,5,Less than 1 time per week,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Never,0,2,0,0,0,0,2,0,Less than 1 time per week,No Response,Never,Less than 1 time per month,Less than 1 time per month,Almost never,No Response,Never,0,0,0,0,1,0,1,0,Less than 1 time per month,About 1 time per week,Never,Less than 1 time per month,No Response,Almost never,No Response,Never,0.5,0.5,0.25,0.75,0.3333333333333333,0.0,1.0,1.0,2.0,0.5,0.25,0.0,0.0,0.0,,0.25,0.25,0.25,0.5,0.5,0.25,0.25,1.0,1.25,0.8,0.25,0.0,0.0,0.0,,0.5,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,,Low income,Gen X,Partially ECommerce,ENonFood
266,3104,278,"$50,000 - $74,999","$100,000 - $149,999",25 - 34,0,2.0,1,5,5,1,1,Almost never,About 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,2,2,0,0,0,0,0,0,No Response,No Response,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,1,0,0,0,1,0,0,0,No Response,Almost never,Almost never,Almost never,No Response,Less than 1 time per month,Less than 1 time per month,Never,0.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,,0.25,0.25,0.0,0.25,0.0,0.25,0.25,1.0,1.25,0.8,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,,High income,Gen Y & Z,ENonFood & EPrepFood,Partially ECommerce
267,3105,279,"$75,000 - $99,999","$100,000 - $149,999",45 - 54,0,2.0,5,5,5,2,1,Never,Never,Never,Never,Almost never,Almost never,Less than 1 time per month,Never,2,4,2,2,0,0,0,0,No Response,No Response,No Response,No Response,Less than 1 time per month,Less than 1 time per month,Never,Never,1,0,0,0,0,0,1,0,No Response,Never,Never,Never,No Response,No Response,No Response,No Response,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,High income,Gen X,ECommerce Independent,ECommerce Independent
268,3106,280,"$25,000 - $49,999","$25,000 - $49,999",25 - 34,1,2.0,5,4,5,4,2,Almost never,Never,Never,Almost never,Almost never,Never,Never,Almost never,0,2,0,0,0,0,0,0,Less than 1 time per month,No Response,Never,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Less than 1 time per month,1,0,0,0,0,0,0,0,No Response,Never,Never,Almost never,Almost never,Almost never,Never,Almost never,0.0,0.25,1.0,1.25,0.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,Low income,Gen Y & Z,ECommerce Independent,ECommerce Independent
269,3107,281,"$15,000 - $24,999","$50,000 - $74,999",35 - 44,0,2.0,3,4,3,5,4,Never,Never,Never,Never,Never,Never,Never,Never,4,4,0,2,0,0,0,0,No Response,No Response,About 1 time per week,No Response,Almost never,Almost never,Less than 1 time per month,Never,0,0,0,0,0,0,0,0,Never,Never,No Response,Never,Never,Never,Never,Never,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,Medium income,Gen Y & Z,ECommerce Independent,ECommerce Independent
270,3108,282,Prefer not to answer,Prefer not to answer,65 - 74,0,1.0,4,3,4,4,4,Never,Never,Never,Never,Never,Never,Never,Never,2,2,0,0,0,0,0,0,No Response,No Response,Never,Less than 1 time per week,Less than 1 time per month,Almost never,Almost never,Never,0,0,0,0,0,0,0,0,Almost never,Almost never,Never,Almost never,Less than 1 time per month,Almost never,Almost never,Never,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.5,0.0,0.0,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Unknown,Baby Boomer and Older,ENonFood,ECommerce Independent
