,match_id,PersonalIncome,HouseholdIncome,age,numkids,NumberInHousehold,DoInStage23-ContactlessDoor,DoInStage23-CurbsidePickup,DoInStage23-InStorePickup,DoInStage23-VisitRetail,DoInStage23-VisitRestaurant,PastYear-ECommerce-Frequency-PreparedFood,PastYear-ECommerce-Frequency-Groceries,PastYear-ECommerce-Frequency-OtherFood,PastYear-ECommerce-Frequency-PaperCleaning,PastYear-ECommerce-Frequency-Clothing,PastYear-ECommerce-Frequency-HomeOffice,PastYear-ECommerce-Frequency-Medication,PastYear-ECommerce-Frequency-ChildcareItems,May-InStore-Trips-PreparedFood,May-InStore-Trips-Groceries,May-InStore-Trips-OtherFood,May-InStore-Trips-PaperCleaning,May-InStore-Trips-Clothing,May-InStore-Trips-HomeOffice,May-InStore-Trips-Medication,May-InStore-Trips-ChildcareItems,May-InStore-Frequency-PreparedFood,May-InStore-Frequency-Groceries,May-InStore-Frequency-OtherFood,May-InStore-Frequency-PaperCleaning,May-InStore-Frequency-Clothing,May-InStore-Frequency-HomeOffice,May-InStore-Frequency-Medication,May-InStore-Frequency-ChildcareItems,May-ECommerce-Orders-PreparedFood,May-ECommerce-Orders-Groceries,May-ECommerce-Orders-OtherFood,May-ECommerce-Orders-PaperCleaning,May-ECommerce-Orders-Clothing,May-ECommerce-Orders-HomeOffice,May-ECommerce-Orders-Medication,May-ECommerce-Orders-ChildcareItems,May-ECommerce-Frequency-PreparedFood,May-ECommerce-Frequency-Groceries,May-ECommerce-Frequency-OtherFood,May-ECommerce-Frequency-PaperCleaning,May-ECommerce-Frequency-Clothing,May-ECommerce-Frequency-HomeOffice,May-ECommerce-Frequency-Medication,May-ECommerce-Frequency-ChildcareItems
3011,180,"$150,000 - $199,999","$150,000 - $199,999",60 - 64,0,2.0,1,1,1,5,4,Never,Never,Never,Never,Less than 1 time per month,Never,Less than 1 time per month,Never,0,4,0,0,0,0,0,0,Almost never,No Response,Almost never,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Never,0,0,0,0,0,0,0,0,Almost never,2 - 3 times per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Never
3012,182,"$200,000 or more","$200,000 or more",55 - 59,0,2.0,1,1,1,4,5,Never,Never,Never,Never,Less than 1 time per month,Less than 1 time per month,Never,Never,0,2,0,0,0,0,0,0,3 - 5 times per week,No Response,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,0,0,0,0,0,0,0,0,Never,Never,Almost never,Never,Less than 1 time per month,Less than 1 time per month,Never,Never
3013,183,"$100,000 - $149,999","$150,000 - $199,999",60 - 64,0,2.0,5,3,5,5,5,Never,Never,About 1 time per week,Never,Never,Never,Less than 1 time per week,Never,0,4,-9998,0,0,0,0,0,2 - 3 times per week,No Response,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Almost never,-9998,1,1,0,0,0,1,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3014,184,"$75,000 - $99,999",No Response,65 - 74,0,1.0,3,2,3,5,5,Never,Never,About 1 time per week,Never,Less than 1 time per month,Never,Less than 1 time per month,Never,0,2,2,0,0,0,0,0,About 1 time per week,No Response,No Response,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,0,1,0,0,0,0,0,0,Less than 1 time per week,No Response,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never
3015,185,"Under $10,000",Prefer not to answer,45 - 54,1,2.0,5,5,4,4,4,Less than 1 time per month,Less than 1 time per month,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,2,4,0,0,-9998,0,0,0,No Response,No Response,Less than 1 time per month,Less than 1 time per month,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,-9998,1,-9998,0,1,0,0,0,No Response,No Response,No Response,Less than 1 time per month,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month
3016,186,"$75,000 - $99,999",No Response,35 - 44,0,1.0,5,5,1,5,5,About 1 time per week,Less than 1 time per week,Never,Never,Never,Never,Never,Never,2,0,0,0,0,0,0,0,No Response,Less than 1 time per week,About 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,Never,Never,4,0,0,0,0,0,0,0,No Response,Less than 1 time per week,Almost never,Less than 1 time per month,Never,Never,Never,Never
3017,187,"$15,000 - $24,999","$150,000 - $199,999",45 - 54,1,3.0,1,1,1,5,5,Never,Never,Never,Never,Almost never,Never,Never,Never,-9998,4,2,2,0,0,0,0,No Response,No Response,No Response,No Response,Less than 1 time per month,Almost never,Almost never,Never,-9998,0,0,0,0,0,0,0,No Response,Never,Never,Never,Almost never,Almost never,Never,Never
3018,188,"$100,000 - $149,999","$100,000 - $149,999",65 - 74,0,2.0,5,2,3,3,3,Never,Never,Never,Never,2 - 3 times per week,Never,Never,Never,2,2,0,2,0,0,2,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,1,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3019,189,"$100,000 - $149,999",No Response,60 - 64,0,1.0,3,3,3,4,4,Less than 1 time per month,Almost never,Almost never,Almost never,Less than 1 time per month,Less than 1 time per month,No Response,Almost never,2,2,0,0,0,0,0,0,No Response,No Response,About 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Almost never,1,0,0,0,0,0,0,0,No Response,Almost never,Almost never,Almost never,Less than 1 time per month,Less than 1 time per month,Almost never,Never
3020,190,"$100,000 - $149,999","$100,000 - $149,999",35 - 44,1,2.0,5,2,5,5,5,Never,Never,Never,Less than 1 time per month,About 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,2,0,0,0,-9998,0,0,0,No Response,Less than 1 time per week,Almost never,Less than 1 time per month,No Response,Less than 1 time per month,Less than 1 time per month,Almost never,0,0,0,0,1,0,0,0,Never,Never,Never,Almost never,No Response,Almost never,Less than 1 time per month,Almost never
3021,191,Prefer not to answer,Prefer not to answer,45 - 54,3,5.0,4,4,3,4,1,Never,Never,Never,Never,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,0,2,0,0,0,0,0,-9998,Less than 1 time per week,No Response,Almost never,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,No Response,0,0,-9998,-9998,-9998,-9998,-9998,0,Almost never,Never,No Response,No Response,No Response,No Response,No Response,Less than 1 time per week
3022,192,"$75,000 - $99,999",No Response,25 - 34,0,1.0,3,3,3,4,4,Almost never,Almost never,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,-9998,2,0,0,0,0,-9998,0,No Response,No Response,Less than 1 time per month,Less than 1 time per month,Almost never,Almost never,No Response,Never,1,-9998,0,0,0,1,1,0,No Response,No Response,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,No Response,No Response,Never
3023,193,"$50,000 - $74,999","$75,000 - $99,999",25 - 34,0,2.0,1,1,3,4,3,Almost never,Almost never,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,Never,0,4,0,2,0,0,0,0,Less than 1 time per week,No Response,Almost never,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Almost never,0,0,0,1,0,0,0,0,Almost never,Almost never,Never,No Response,Less than 1 time per month,Less than 1 time per month,Never,Never
3024,194,"$150,000 - $199,999","$150,000 - $199,999",45 - 54,0,2.0,4,5,5,5,5,Never,Almost never,Never,Less than 1 time per month,About 1 time per week,Less than 1 time per week,Almost never,Less than 1 time per month,11,8,0,0,0,0,0,0,No Response,No Response,Never,Less than 1 time per month,Less than 1 time per month,Almost never,Almost never,Less than 1 time per month,0,0,0,0,2,0,0,2,Never,Almost never,Never,Almost never,No Response,Almost never,Never,No Response
3025,195,Prefer not to answer,No Response,35 - 44,0,1.0,3,5,4,5,5,Less than 1 time per month,Never,Never,Never,Almost never,Almost never,Never,Never,2,2,0,0,0,0,0,0,No Response,No Response,Less than 1 time per month,Less than 1 time per week,Less than 1 time per month,Almost never,Less than 1 time per month,Never,1,0,0,0,0,0,0,0,No Response,Never,Never,Never,Almost never,Almost never,Never,Never
3026,196,"$150,000 - $199,999","$150,000 - $199,999",45 - 54,1,2.0,1,1,1,1,2,Never,Less than 1 time per month,About 1 time per week,Less than 1 time per month,Less than 1 time per week,Almost never,Almost never,Almost never,0,2,0,0,-9998,0,0,0,Less than 1 time per week,No Response,About 1 time per week,Less than 1 time per month,No Response,Almost never,Less than 1 time per month,Almost never,0,0,1,0,0,0,0,0,Never,Less than 1 time per month,No Response,Never,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Never
3027,197,"$150,000 - $199,999","$200,000 or more",65 - 74,0,2.0,1,1,1,4,3,Never,Never,Never,Never,Less than 1 time per month,Almost never,Less than 1 time per month,Never,0,0,0,0,0,0,0,0,Almost never,Less than 1 time per week,Never,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Never,0,0,0,0,1,0,0,0,Never,Almost never,Almost never,Never,No Response,Never,Less than 1 time per month,Never
3028,198,Prefer not to answer,No Response,60 - 64,0,1.0,5,4,4,5,2,Never,Never,Never,Never,Almost never,Never,Never,Never,-9998,4,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-9998,1,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3029,199,"$75,000 - $99,999","$100,000 - $149,999",35 - 44,0,2.0,3,4,4,4,4,Less than 1 time per week,2 - 3 times per week,Almost never,Less than 1 time per month,Less than 1 time per month,About 1 time per week,Less than 1 time per week,Almost never,0,2,0,0,0,0,1,0,Less than 1 time per week,No Response,Almost never,Less than 1 time per month,Less than 1 time per month,About 1 time per week,No Response,Almost never,1,0,0,0,0,3,0,0,No Response,Almost never,Almost never,Less than 1 time per month,Less than 1 time per month,No Response,Less than 1 time per month,Almost never
3030,200,"$75,000 - $99,999","$75,000 - $99,999",35 - 44,1,3.0,5,5,5,2,1,Less than 1 time per month,Never,Almost never,Almost never,Less than 1 time per month,Almost never,Less than 1 time per month,Less than 1 time per month,2,1,0,0,1,0,0,1,No Response,No Response,Almost never,Less than 1 time per week,No Response,Almost never,Less than 1 time per week,No Response,0,0,0,0,0,0,0,1,Less than 1 time per month,Never,Almost never,Almost never,Less than 1 time per month,Almost never,Less than 1 time per month,No Response
3031,201,"$100,000 - $149,999",Prefer not to answer,45 - 54,0,4.0,1,3,4,1,2,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,0,0,0,0,0,0,0,Less than 1 time per week,Less than 1 time per month,About 1 time per week,2 - 3 times per week,Less than 1 time per week,About 1 time per week,Less than 1 time per week,Less than 1 time per week,0,0,0,0,0,0,0,0,3 - 5 times per week,About 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,2 - 3 times per week,Less than 1 time per month
3032,202,"$75,000 - $99,999","$100,000 - $149,999",45 - 54,1,3.0,5,5,5,5,5,Never,Never,Almost never,Never,Almost never,Almost never,Less than 1 time per week,Never,4,2,2,0,0,0,0,0,No Response,No Response,No Response,Less than 1 time per week,Less than 1 time per month,Almost never,Almost never,Almost never,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3033,203,"$15,000 - $24,999",No Response,35 - 44,0,1.0,2,1,3,4,5,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,2,0,0,0,0,0,0,Less than 1 time per month,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,Never,0,0,0,0,0,0,0,0,Almost never,Never,Almost never,Never,Almost never,Almost never,Never,Never
3034,204,"$50,000 - $74,999","$75,000 - $99,999",60 - 64,0,2.0,1,1,1,3,2,Never,Never,Never,Never,Less than 1 time per month,Never,Never,Never,0,2,0,2,0,0,0,0,Almost never,No Response,Almost never,No Response,Less than 1 time per month,Almost never,Less than 1 time per month,Never,1,0,0,0,0,0,0,0,No Response,Never,Never,Never,Almost never,Never,Never,Never
3035,205,Prefer not to answer,No Response,60 - 64,0,1.0,1,1,1,4,4,Never,Less than 1 time per month,Never,Never,Almost never,Almost never,Never,Never,2,8,2,0,0,0,0,0,No Response,No Response,No Response,Less than 1 time per month,Almost never,Almost never,Almost never,Never,0,1,0,0,0,0,0,0,Never,No Response,Never,Never,Never,Almost never,Never,Never
3036,207,"$100,000 - $149,999","$150,000 - $199,999",45 - 54,2,4.0,5,4,5,2,1,2 - 3 times per week,Never,Less than 1 time per week,Almost never,Less than 1 time per week,Less than 1 time per month,Never,Less than 1 time per week,4,4,-9998,0,0,0,2,0,No Response,No Response,No Response,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,No Response,Less than 1 time per month,1,0,2,1,0,0,0,0,No Response,Never,No Response,No Response,Less than 1 time per week,Less than 1 time per month,Never,Less than 1 time per month
3037,208,"$50,000 - $74,999","$75,000 - $99,999",25 - 34,0,3.0,4,4,4,4,4,About 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Never,2,2,0,1,0,0,2,0,No Response,No Response,Less than 1 time per month,No Response,Less than 1 time per week,Less than 1 time per month,No Response,Never,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3038,209,"$50,000 - $74,999",No Response,35 - 44,0,1.0,1,1,1,4,4,Less than 1 time per week,Less than 1 time per month,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,Almost never,Never,4,2,2,0,0,0,0,0,No Response,No Response,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,2,0,0,0,0,0,0,0,No Response,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Almost never,Less than 1 time per month,Never
3039,210,"$100,000 - $149,999","$100,000 - $149,999",35 - 44,0,2.0,4,3,5,4,2,Never,Never,Never,Never,Almost never,Almost never,Never,Never,6,10,0,2,0,-9998,0,0,No Response,No Response,Never,No Response,Almost never,No Response,Almost never,Never,-9998,-9998,-9998,-9998,-9998,1,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3040,211,"$50,000 - $74,999","$150,000 - $199,999",60 - 64,0,2.0,2,1,2,4,4,Never,Never,Never,Never,Less than 1 time per month,Almost never,Less than 1 time per month,Never,2,4,0,0,0,0,0,0,No Response,No Response,About 1 time per week,Less than 1 time per month,Less than 1 time per week,Almost never,Less than 1 time per week,Never,1,0,0,0,0,0,0,0,No Response,Never,Never,Never,Less than 1 time per month,Never,Less than 1 time per month,Never
3041,212,"$75,000 - $99,999","$150,000 - $199,999",45 - 54,1,3.0,5,5,5,5,1,Less than 1 time per month,Never,Never,Never,Less than 1 time per month,Less than 1 time per month,Never,Never,8,4,-9998,-9998,-9998,2,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,1,-9998,-9998,-9998,-9998,-9998,1,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3042,213,"$75,000 - $99,999","$75,000 - $99,999",75 - 84,0,2.0,3,2,4,4,5,Never,Almost never,Never,Almost never,Less than 1 time per month,Less than 1 time per month,About 1 time per week,Less than 1 time per month,0,4,0,0,0,0,0,0,Almost never,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Less than 1 time per month,2,2,0,1,2,1,2,3,No Response,No Response,Never,No Response,No Response,No Response,No Response,No Response
3043,214,"$75,000 - $99,999","$50,000 - $74,999",45 - 54,2,4.0,1,1,1,5,2,Never,Never,Never,No Response,No Response,No Response,No Response,No Response,-9998,3,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-9998,0,-9998,-9998,-9998,-9998,-9998,-9998,No Response,Never,No Response,No Response,No Response,No Response,No Response,No Response
3044,215,"$25,000 - $49,999","$25,000 - $49,999",60 - 64,0,2.0,5,5,1,1,1,About 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,About 1 time per week,Less than 1 time per week,Never,0,0,0,0,0,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,2,3,0,1,1,2,1,0,No Response,No Response,Less than 1 time per week,No Response,No Response,No Response,No Response,Never
3045,216,"$100,000 - $149,999","$200,000 or more",35 - 44,0,2.0,1,3,3,5,5,Less than 1 time per month,Almost never,Never,Almost never,Almost never,Less than 1 time per month,Almost never,Never,2,4,0,0,-9998,0,0,0,No Response,No Response,Never,Less than 1 time per month,No Response,Almost never,Almost never,Never,-9998,-9998,-9998,-9998,2,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3046,217,"$100,000 - $149,999","$100,000 - $149,999",55 - 59,0,3.0,4,4,4,4,5,Never,Never,Never,Never,Almost never,Almost never,Less than 1 time per month,Almost never,2,6,0,2,0,0,1,0,No Response,No Response,Less than 1 time per week,No Response,Less than 1 time per month,Less than 1 time per month,No Response,Almost never,1,0,1,0,0,1,1,0,No Response,Never,No Response,Less than 1 time per month,Almost never,No Response,No Response,Less than 1 time per month
3047,218,"$75,000 - $99,999","$150,000 - $199,999",35 - 44,0,2.0,5,5,3,1,1,About 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,Never,2,0,0,0,0,0,0,0,No Response,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,Almost never,Never,1,0,0,0,1,0,0,0,No Response,Almost never,Less than 1 time per week,Less than 1 time per month,No Response,Less than 1 time per month,Almost never,Never
3048,219,"$200,000 or more","$200,000 or more",35 - 44,2,4.0,5,5,5,5,2,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Less than 1 time per month,3,6,0,0,0,0,0,-9998,No Response,No Response,No Response,Less than 1 time per week,About 1 time per week,Less than 1 time per month,Less than 1 time per month,No Response,2,1,1,1,1,0,0,2,No Response,No Response,No Response,No Response,No Response,Almost never,Less than 1 time per month,No Response
3049,220,"$50,000 - $74,999","$50,000 - $74,999",35 - 44,0,2.0,5,5,5,4,3,Less than 1 time per month,Never,Never,Never,Less than 1 time per month,Never,Less than 1 time per month,Never,2,2,0,0,0,0,0,0,No Response,No Response,About 1 time per week,Less than 1 time per week,Less than 1 time per month,Almost never,Less than 1 time per month,Never,1,0,0,0,0,0,0,0,No Response,Never,Almost never,Never,Less than 1 time per month,Never,Never,Never
3050,221,"$25,000 - $49,999","$50,000 - $74,999",35 - 44,0,3.0,3,4,4,3,5,About 1 time per week,Less than 1 time per week,About 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Almost never,Less than 1 time per month,2,2,0,0,0,0,0,0,No Response,No Response,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,Almost never,1,1,1,0,0,0,0,0,No Response,No Response,No Response,Less than 1 time per week,Less than 1 time per month,Less than 1 time per week,Almost never,Less than 1 time per week
3051,222,"$50,000 - $74,999","$100,000 - $149,999",25 - 34,1,4.0,4,2,4,4,4,About 1 time per week,About 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,About 1 time per week,About 1 time per week,0,2,0,2,0,0,0,2,Almost never,No Response,Almost never,No Response,Never,Almost never,Almost never,No Response,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3052,223,"$100,000 - $149,999","$100,000 - $149,999",45 - 54,3,5.0,5,5,4,5,5,Less than 1 time per month,Never,Never,Less than 1 time per month,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,2,4,0,0,2,0,0,0,No Response,No Response,Never,Less than 1 time per month,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,4,0,0,0,1,0,0,0,No Response,Never,Never,Less than 1 time per month,No Response,Less than 1 time per month,Less than 1 time per month,Almost never
3053,224,"$100,000 - $149,999","$100,000 - $149,999",65 - 74,0,2.0,1,1,1,4,4,Never,Never,Never,Never,Never,Never,Less than 1 time per week,Never,4,2,0,2,0,0,2,0,No Response,No Response,Never,No Response,Less than 1 time per month,Almost never,No Response,Never,0,0,0,0,0,0,0,0,Never,Never,Never,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never
3054,225,Prefer not to answer,Prefer not to answer,75 - 84,0,2.0,5,5,4,4,2,Almost never,Almost never,Almost never,Less than 1 time per month,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Never,0,3,0,2,0,0,1,0,Less than 1 time per month,No Response,Almost never,No Response,Less than 1 time per month,Less than 1 time per month,No Response,Never,1,0,0,0,0,0,1,0,No Response,Never,Never,Never,Never,Never,No Response,Never
3055,226,"$25,000 - $49,999","$100,000 - $149,999",25 - 34,0,3.0,5,4,5,4,3,Never,Never,Less than 1 time per month,Almost never,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,2,2,0,0,0,0,0,0,No Response,No Response,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,2,0,0,0,1,1,0,2,No Response,Never,Almost never,Almost never,No Response,No Response,Less than 1 time per month,No Response
3056,227,"$75,000 - $99,999","$100,000 - $149,999",35 - 44,0,4.0,3,5,3,3,4,Less than 1 time per week,Less than 1 time per month,Less than 1 time per week,Never,Less than 1 time per week,Almost never,Never,Less than 1 time per month,2,2,0,0,0,0,0,0,No Response,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Almost never,Less than 1 time per month,Less than 1 time per week,1,1,0,0,1,0,0,0,No Response,No Response,Almost never,Never,No Response,Almost never,Never,Less than 1 time per month
3057,228,"$200,000 or more","$200,000 or more",65 - 74,0,2.0,4,4,4,5,1,Never,Never,Never,Never,Almost never,Almost never,Less than 1 time per month,Never,0,4,0,0,0,0,0,0,Almost never,No Response,About 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,0,0,0,0,0,0,0,0,Never,Never,Never,Never,Never,Almost never,Less than 1 time per month,Never
3058,229,"$50,000 - $74,999","$50,000 - $74,999",35 - 44,2,3.0,5,5,2,2,1,Almost never,Almost never,Less than 1 time per month,Almost never,Less than 1 time per week,Less than 1 time per month,Never,Less than 1 time per month,0,4,0,0,0,0,0,0,Almost never,No Response,Almost never,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,1,0,0,0,4,0,0,0,No Response,Almost never,Less than 1 time per month,Less than 1 time per week,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month
3059,231,"$100,000 - $149,999","$100,000 - $149,999",45 - 54,2,3.0,5,2,2,2,2,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per week,Less than 1 time per week,2,-9998,-9998,-9998,-9998,0,0,0,No Response,No Response,No Response,No Response,No Response,Almost never,Less than 1 time per week,Less than 1 time per month,-9998,3,1,1,1,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
3060,232,"$75,000 - $99,999","$200,000 or more",55 - 59,0,2.0,5,5,5,4,2,Almost never,Almost never,Less than 1 time per month,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Never,0,0,0,0,0,0,0,0,2 - 3 times per week,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,3,1,0,0,0,0,1,0,No Response,No Response,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,No Response,Almost never
3061,233,"$150,000 - $199,999","$150,000 - $199,999",25 - 34,0,2.0,1,4,4,3,3,Less than 1 time per week,Never,Never,Almost never,Less than 1 time per week,Almost never,Almost never,Almost never,2,0,2,0,0,0,0,0,No Response,2 - 3 times per week,No Response,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per week,Almost never,1,0,0,0,0,0,0,0,No Response,Almost never,Almost never,Almost never,Less than 1 time per week,Less than 1 time per month,Almost never,Almost never
3062,234,"$75,000 - $99,999",No Response,45 - 54,0,1.0,2,3,3,3,4,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,6,0,0,0,0,0,0,Less than 1 time per week,No Response,Less than 1 time per month,Less than 1 time per week,Less than 1 time per month,Almost never,Almost never,Almost never,0,0,0,0,0,0,0,0,Less than 1 time per month,Never,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,Never
3063,235,"$100,000 - $149,999","$150,000 - $199,999",45 - 54,0,2.0,1,1,1,5,5,Never,Never,Never,Never,Almost never,Never,Never,Never,3,4,0,2,0,0,0,0,No Response,No Response,Never,No Response,Less than 1 time per week,Less than 1 time per week,Almost never,Never,0,0,0,0,1,1,0,0,Never,Never,Never,Never,No Response,No Response,Never,Never
3064,236,"$50,000 - $74,999",No Response,45 - 54,0,1.0,1,4,3,4,1,Never,Never,Never,Never,Never,Never,Never,Never,11,3,0,4,0,0,1,0,No Response,No Response,Never,No Response,Almost never,Almost never,No Response,Never,0,0,0,0,0,0,1,0,Less than 1 time per month,Never,Never,Never,Never,Never,No Response,Never
3065,237,"$50,000 - $74,999",No Response,35 - 44,0,1.0,3,5,4,4,2,Never,Never,Never,Never,Almost never,Almost never,Less than 1 time per month,Never,2,2,0,0,0,0,0,0,No Response,No Response,Never,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,0,0,0,0,1,0,2,0,Never,Never,Never,Never,No Response,Almost never,No Response,Never
3066,238,Prefer not to answer,Prefer not to answer,55 - 59,0,2.0,1,4,4,5,4,Less than 1 time per week,Never,Never,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,2,6,-9998,-9998,2,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,0,0,0,1,0,0,0,About 1 time per week,Never,Never,Never,No Response,Less than 1 time per month,Less than 1 time per month,Never
3067,239,"$100,000 - $149,999","$200,000 or more",45 - 54,1,5.0,4,4,4,3,3,Less than 1 time per week,Almost never,Almost never,Less than 1 time per month,Less than 1 time per month,Almost never,Almost never,Never,4,4,0,2,0,0,2,0,No Response,No Response,2 - 3 times per week,No Response,Less than 1 time per week,Less than 1 time per month,No Response,Never,5,1,1,1,0,0,0,0,No Response,No Response,No Response,No Response,Less than 1 time per month,Almost never,Almost never,Never
3068,240,"$50,000 - $74,999","$50,000 - $74,999",35 - 44,0,2.0,5,5,5,5,4,About 1 time per week,About 1 time per week,Less than 1 time per month,About 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Never,2,2,0,1,0,0,0,0,No Response,No Response,About 1 time per week,No Response,Less than 1 time per week,Less than 1 time per month,Less than 1 time per week,Never,1,-9998,0,0,0,0,0,0,No Response,No Response,Never,Less than 1 time per week,Less than 1 time per month,Less than 1 time per week,Less than 1 time per week,Never
